Temperature_C,Humidity_pct,Soil_Moisture_pct,Rainfall_24h_mm,Forecast_Rainfall_mm,Crop_Type,Growth_Stage,Solar_Radiation_MJ,Evapotranspiration_mm,Irrigation_Action
7.34,54.36,68.83,0.0,3.51,Corn,Fruiting,16.93,2.96,0
23.94,74.3,68.03,0.0,0.0,Rice,Fruiting,14.08,3.06,0
32.42,41.73,39.46,0.83,0.0,Tomato,Flowering,12.56,4.95,2
18.74,66.45,22.03,0.0,0.0,Corn,Fruiting,17.11,3.72,2
22.28,50.19,32.52,0.0,0.0,Wheat,Seedling,18.48,5.38,0
23.77,63.35,41.98,0.0,0.0,Soybean,Vegetative,8.76,2.27,0
5.0,61.03,52.5,0.0,0.0,Wheat,Vegetative,14.84,2.17,0
36.7,56.22,31.09,6.48,0.0,Corn,Fruiting,10.47,3.88,1
18.69,67.17,55.54,0.0,0.0,Soybean,Flowering,14.82,3.19,0
28.54,60.65,31.36,0.0,2.71,Tomato,Seedling,21.57,6.45,2
24.39,58.01,93.26,0.0,0.0,Rice,Seedling,17.71,4.98,0
33.8,54.65,17.22,0.0,0.0,Rice,Vegetative,14.16,5.06,2
27.84,61.16,66.56,0.0,0.0,Soybean,Fruiting,25.35,7.42,0
23.36,63.33,46.25,0.0,0.0,Rice,Seedling,6.58,1.69,1
18.75,45.16,59.42,0.0,0.0,Wheat,Flowering,12.26,3.41,0
30.58,54.76,56.32,2.43,0.0,Soybean,Flowering,15.78,5.28,0
11.89,44.17,56.53,0.0,0.0,Soybean,Fruiting,10.03,2.29,0
29.52,59.4,24.95,0.0,3.46,Corn,Flowering,7.83,2.43,0
17.31,51.12,45.43,3.37,0.0,Wheat,Flowering,20.09,5.07,0
33.77,71.56,51.31,0.0,0.0,Corn,Vegetative,23.0,6.51,1
26.13,70.09,53.58,0.0,0.0,Soybean,Fruiting,11.92,2.95,1
29.51,46.16,24.51,0.0,0.0,Wheat,Vegetative,26.39,9.42,1
25.57,59.97,75.53,0.0,0.31,Soybean,Vegetative,3.01,0.85,0
12.73,69.58,13.05,0.0,0.04,Tomato,Vegetative,15.58,2.7,2
18.97,57.37,47.48,0.0,0.0,Rice,Vegetative,9.36,2.31,1
29.71,49.08,27.04,0.04,0.0,Corn,Fruiting,14.88,5.19,1
26.17,43.61,49.78,0.0,0.32,Tomato,Vegetative,15.35,5.21,0
33.27,72.81,68.76,0.0,0.0,Wheat,Fruiting,14.51,3.97,2
27.82,73.54,23.16,0.0,0.0,Soybean,Vegetative,8.64,2.09,2
18.23,56.88,97.76,0.0,0.0,Rice,Flowering,15.64,3.81,1
19.43,71.49,59.12,0.0,0.0,Wheat,Fruiting,15.02,3.07,0
25.72,20.0,49.27,0.0,0.0,Wheat,Flowering,16.1,6.45,0
8.8,79.91,33.29,0.99,0.0,Wheat,Vegetative,7.68,0.94,0
36.71,57.65,42.74,0.0,0.0,Rice,Vegetative,21.83,7.97,2
28.09,62.13,68.31,0.0,0.0,Rice,Fruiting,11.49,3.34,0
33.59,55.19,48.94,0.0,0.0,Wheat,Vegetative,16.8,5.95,0
13.94,80.94,62.52,0.52,0.0,Wheat,Fruiting,17.57,2.5,0
33.71,44.09,41.42,0.0,0.0,Corn,Flowering,17.67,7.0,1
40.62,82.12,19.05,0.0,0.8,Corn,Seedling,9.52,2.42,1
15.75,65.94,28.14,0.0,0.62,Rice,Fruiting,5.12,1.03,1
30.4,69.34,72.55,0.0,0.0,Rice,Vegetative,23.49,6.45,0
25.01,55.06,66.65,0.0,7.61,Corn,Vegetative,20.73,6.12,0
14.19,40.38,72.09,0.0,6.02,Rice,Fruiting,23.43,5.95,0
28.45,73.96,34.61,0.0,2.29,Tomato,Vegetative,15.13,3.67,1
30.84,64.67,44.87,0.0,0.0,Wheat,Fruiting,19.25,5.72,0
20.79,80.42,80.82,1.96,0.0,Wheat,Fruiting,10.21,1.79,1
33.16,57.09,20.76,5.77,0.0,Tomato,Seedling,16.74,5.75,2
13.33,53.71,77.17,2.35,0.0,Corn,Fruiting,15.07,3.28,0
14.54,80.82,47.67,0.0,3.8,Corn,Fruiting,16.44,2.39,0
25.96,88.68,38.15,0.0,2.68,Tomato,Flowering,14.83,2.25,2
25.18,60.14,49.3,0.91,0.0,Tomato,Seedling,20.07,5.6,1
19.98,48.71,27.91,0.0,5.22,Rice,Seedling,10.29,2.86,2
30.67,72.16,11.66,0.0,0.0,Soybean,Fruiting,12.95,3.41,2
28.72,56.19,48.9,1.46,0.0,Corn,Vegetative,15.2,4.81,0
31.01,68.99,59.48,0.0,0.0,Corn,Flowering,18.9,5.28,1
24.14,56.11,73.96,0.0,0.0,Corn,Vegetative,17.68,5.05,0
29.22,83.46,64.72,0.0,0.0,Tomato,Vegetative,21.48,4.22,0
21.88,49.51,88.77,0.0,0.0,Corn,Flowering,23.62,6.85,0
39.38,67.21,71.47,0.0,0.0,Corn,Flowering,18.53,6.24,0
19.31,52.67,66.14,2.85,0.0,Rice,Seedling,16.25,4.27,0
39.74,55.78,51.16,0.0,0.0,Tomato,Vegetative,9.28,3.65,2
25.24,53.82,73.24,0.0,0.0,Tomato,Fruiting,7.27,2.19,0
15.37,71.08,12.77,1.2,2.69,Rice,Flowering,7.73,1.42,2
34.58,73.78,38.37,0.0,4.12,Soybean,Vegetative,9.85,2.72,0
25.88,68.37,14.06,0.0,0.0,Tomato,Seedling,18.14,4.58,2
30.96,58.38,59.96,3.38,0.0,Rice,Vegetative,8.01,2.59,1
33.57,62.1,31.28,0.0,0.0,Wheat,Fruiting,21.86,7.11,1
27.37,73.47,96.51,0.0,0.0,Rice,Fruiting,15.1,3.61,0
20.85,73.94,44.5,0.12,0.19,Wheat,Flowering,9.2,1.87,0
31.83,20.0,40.71,0.0,2.43,Soybean,Seedling,22.82,10.42,1
25.01,55.92,41.14,0.0,9.23,Rice,Fruiting,21.48,6.28,0
29.8,56.64,37.15,0.0,0.0,Tomato,Flowering,19.73,6.36,2
9.92,70.04,34.62,0.0,3.05,Tomato,Seedling,15.51,2.42,2
28.13,59.0,22.63,0.0,0.0,Wheat,Fruiting,18.05,5.46,1
20.53,70.79,10.8,0.55,0.0,Rice,Fruiting,6.17,1.31,2
36.57,43.82,51.89,0.0,0.0,Soybean,Fruiting,11.7,4.91,0
29.36,63.9,40.11,0.0,0.0,Corn,Flowering,12.02,3.5,0
26.68,73.5,90.53,0.0,2.15,Rice,Flowering,6.14,1.45,0
28.4,37.88,18.99,4.6,0.0,Rice,Flowering,14.27,5.35,2
18.01,97.7,90.56,0.0,0.0,Corn,Vegetative,16.4,0.91,0
36.36,77.86,79.34,2.67,0.0,Soybean,Flowering,10.53,2.76,0
38.94,60.02,68.58,1.23,0.0,Rice,Seedling,13.89,5.13,0
27.75,47.57,50.84,8.05,0.0,Corn,Fruiting,12.41,4.21,0
36.13,57.37,37.14,0.0,4.26,Corn,Seedling,8.69,3.15,1
21.02,61.26,77.76,0.0,3.71,Corn,Vegetative,17.81,4.43,0
19.42,66.61,38.28,0.0,0.0,Soybean,Seedling,19.75,4.37,0
25.29,82.51,59.77,0.0,0.0,Rice,Flowering,19.06,3.53,0
28.04,52.86,46.17,0.0,1.3,Soybean,Flowering,14.96,4.84,1
22.24,68.44,35.24,1.98,0.0,Soybean,Fruiting,10.18,2.36,0
28.76,40.61,49.8,0.0,0.0,Tomato,Seedling,13.17,4.86,1
27.14,53.8,62.52,0.0,0.0,Rice,Seedling,19.08,5.99,0
18.01,65.65,36.01,1.21,0.0,Tomato,Seedling,16.76,3.62,2
28.63,70.37,59.46,0.0,0.0,Rice,Vegetative,9.28,2.41,1
31.04,48.7,0.14,0.0,0.0,Wheat,Fruiting,15.62,5.62,2
26.2,53.39,27.09,0.0,0.0,Rice,Seedling,14.84,4.59,2
33.07,81.91,41.2,0.0,1.46,Rice,Vegetative,13.28,2.96,2
16.48,77.43,64.89,12.5,0.0,Corn,Flowering,15.1,2.53,0
28.28,63.13,66.37,0.0,0.0,Rice,Fruiting,10.79,3.11,0
16.81,26.45,49.04,0.67,0.0,Soybean,Flowering,19.77,6.03,0
17.2,97.67,72.76,0.47,0.0,Soybean,Flowering,16.23,0.89,0
20.58,59.7,48.94,1.57,0.0,Corn,Seedling,20.2,5.06,0
18.41,55.31,60.45,0.01,7.72,Corn,Fruiting,8.12,2.02,0
21.16,52.16,57.39,5.08,0.0,Rice,Seedling,15.34,4.25,1
23.5,65.65,41.7,1.51,0.0,Soybean,Flowering,23.8,5.93,1
30.86,65.8,41.12,0.0,0.0,Rice,Flowering,11.73,3.43,2
22.75,74.26,65.98,0.85,0.0,Corn,Flowering,20.27,4.29,0
13.9,46.11,89.01,0.0,0.9,Tomato,Flowering,15.73,3.76,0
32.98,55.31,69.21,0.0,0.0,Tomato,Vegetative,20.41,7.13,0
19.14,90.46,36.44,0.0,0.0,Soybean,Fruiting,12.52,1.47,2
24.59,63.37,28.37,0.0,0.0,Tomato,Flowering,21.68,5.72,2
28.13,57.41,37.21,3.04,0.79,Rice,Flowering,17.8,5.49,2
26.4,45.88,48.45,0.0,3.56,Tomato,Fruiting,10.22,3.42,2
32.66,67.59,48.65,0.0,1.59,Wheat,Flowering,19.24,5.68,0
28.35,75.47,76.22,4.53,0.0,Rice,Vegetative,20.7,4.87,2
18.97,73.12,81.54,1.59,0.0,Rice,Fruiting,21.43,4.2,1
40.25,56.12,41.71,1.31,0.0,Wheat,Flowering,8.56,3.38,0
26.36,65.42,45.85,0.0,0.0,Soybean,Seedling,16.05,4.29,0
23.97,85.07,65.87,0.0,1.05,Soybean,Fruiting,26.21,4.35,0
31.75,76.06,71.1,0.0,0.0,Rice,Fruiting,16.73,4.17,0
26.75,48.24,57.82,0.0,0.0,Soybean,Vegetative,5.18,1.71,0
27.79,21.81,32.33,0.0,0.0,Rice,Flowering,18.02,7.47,2
42.45,64.45,29.92,0.0,0.0,Rice,Fruiting,19.76,7.3,2
23.07,71.98,31.15,0.19,0.01,Corn,Seedling,21.94,4.88,0
22.78,43.66,51.71,1.82,0.0,Tomato,Seedling,11.98,3.75,0
25.82,59.87,62.03,0.0,0.0,Tomato,Flowering,8.36,2.38,0
32.5,56.04,60.16,0.0,1.49,Wheat,Seedling,20.9,7.17,0
14.45,61.56,78.62,0.0,0.0,Rice,Fruiting,14.52,2.99,0
11.24,51.83,84.85,0.0,0.0,Tomato,Seedling,13.91,2.88,0
20.89,79.36,28.43,1.81,0.0,Soybean,Seedling,10.61,1.92,2
13.56,62.22,64.26,0.03,0.0,Soybean,Vegetative,16.39,3.25,0
22.03,46.81,57.64,0.0,3.46,Tomato,Fruiting,11.79,3.52,0
28.52,73.76,49.51,0.0,5.18,Rice,Seedling,6.88,1.68,1
18.76,41.04,32.76,3.08,4.24,Soybean,Seedling,11.4,3.29,1
15.01,79.27,87.74,0.0,3.35,Tomato,Vegetative,11.55,1.77,0
25.49,74.87,40.96,0.0,0.0,Wheat,Flowering,6.64,1.48,0
31.04,80.85,7.3,0.0,1.0,Corn,Flowering,13.86,3.05,2
13.14,57.63,55.86,0.0,0.55,Tomato,Seedling,9.48,1.96,0
30.74,52.56,40.88,4.58,1.61,Tomato,Vegetative,13.65,4.7,0
30.72,61.26,84.55,0.0,0.0,Rice,Flowering,17.28,5.37,0
31.68,58.73,56.2,0.0,2.4,Tomato,Fruiting,18.0,5.88,1
33.53,50.21,37.67,0.0,2.09,Tomato,Flowering,7.26,2.7,1
40.41,51.7,36.69,0.0,0.0,Soybean,Vegetative,19.75,8.22,1
22.51,54.5,45.98,0.0,3.65,Corn,Flowering,23.5,6.57,0
25.77,42.45,90.45,0.0,0.0,Soybean,Fruiting,17.51,5.95,0
22.08,70.17,67.0,0.0,0.0,Wheat,Vegetative,23.07,5.17,0
25.01,59.22,21.69,0.0,0.01,Wheat,Seedling,17.11,4.81,1
35.73,55.37,38.82,0.0,0.0,Soybean,Fruiting,14.76,5.43,1
15.58,43.34,50.9,0.0,0.0,Tomato,Flowering,12.49,3.23,1
18.97,42.59,27.38,0.0,0.0,Tomato,Vegetative,18.54,5.31,2
34.64,89.04,15.33,0.0,0.0,Wheat,Seedling,8.43,1.51,2
32.14,50.59,56.46,0.0,1.29,Rice,Vegetative,18.12,6.54,1
22.46,69.16,37.01,0.0,0.0,Wheat,Fruiting,23.13,5.32,0
30.98,62.44,72.47,0.01,0.0,Wheat,Seedling,17.49,5.38,0
27.39,20.0,40.97,0.0,0.0,Wheat,Seedling,5.6,2.33,0
35.5,86.89,40.64,0.0,0.0,Soybean,Fruiting,13.37,2.66,0
25.52,70.26,6.79,0.0,0.0,Rice,Flowering,19.45,4.73,2
32.18,48.48,68.55,0.0,1.95,Soybean,Seedling,13.04,4.81,0
43.49,59.57,46.54,0.0,8.15,Soybean,Fruiting,18.41,7.38,1
29.19,42.76,35.5,5.63,0.0,Soybean,Flowering,7.87,2.88,0
25.35,87.39,37.5,0.0,0.0,Wheat,Fruiting,5.05,0.8,0
30.06,46.39,76.73,0.0,0.0,Rice,Fruiting,15.11,5.45,0
22.44,52.15,28.42,0.0,3.08,Corn,Vegetative,4.13,1.18,2
41.72,49.06,32.08,0.0,0.0,Rice,Fruiting,21.07,9.21,2
26.26,61.21,61.01,0.0,0.0,Rice,Seedling,11.21,3.17,0
23.09,80.55,84.08,0.98,0.0,Soybean,Fruiting,16.75,3.11,0
19.15,86.84,53.97,0.7,0.0,Rice,Vegetative,21.33,2.94,0
32.68,54.02,30.27,0.0,0.0,Rice,Flowering,15.21,5.36,2
31.07,65.67,45.96,0.0,1.07,Soybean,Flowering,10.82,3.19,0
21.52,61.23,70.08,0.1,0.0,Corn,Vegetative,11.58,2.92,0
29.04,45.28,67.63,0.0,0.0,Rice,Vegetative,16.41,5.85,0
14.44,96.34,35.04,0.0,1.38,Soybean,Vegetative,10.6,0.67,1
26.29,80.44,55.74,0.0,5.16,Wheat,Flowering,14.19,2.85,0
28.17,62.84,20.3,4.95,0.0,Tomato,Fruiting,15.31,4.41,2
36.95,83.73,66.45,0.0,0.0,Tomato,Fruiting,13.01,2.96,0
19.6,78.18,64.78,0.0,0.0,Wheat,Seedling,4.81,0.86,0
16.05,61.23,36.3,0.0,0.0,Corn,Fruiting,16.37,3.55,0
18.73,64.89,84.79,0.0,0.0,Wheat,Seedling,17.77,3.96,0
15.64,82.68,65.91,0.0,0.0,Tomato,Seedling,10.34,1.48,0
34.36,45.81,46.99,0.0,0.0,Rice,Flowering,16.61,6.56,2
35.84,85.11,46.02,0.0,0.0,Wheat,Flowering,12.49,2.66,0
27.24,56.62,48.04,0.71,0.0,Wheat,Vegetative,6.26,1.91,0
33.55,82.87,42.67,0.0,0.19,Wheat,Flowering,12.18,2.66,0
25.94,59.92,34.69,0.0,0.0,Rice,Seedling,6.06,1.73,2
24.33,65.06,75.93,3.13,0.0,Corn,Seedling,15.92,4.08,0
22.67,59.49,41.21,0.0,0.0,Corn,Fruiting,18.68,4.95,0
22.83,52.02,38.96,0.0,0.0,Corn,Seedling,29.14,8.43,1
14.17,55.95,52.02,0.45,0.36,Wheat,Seedling,21.91,4.78,0
26.85,80.69,81.7,0.0,0.0,Soybean,Fruiting,21.05,4.25,1
24.72,25.29,65.82,0.0,0.0,Rice,Fruiting,6.2,2.35,0
30.22,41.42,35.78,0.42,0.91,Rice,Seedling,16.49,6.23,2
25.65,49.12,72.03,0.0,1.45,Tomato,Seedling,17.34,5.53,0
23.86,43.82,49.5,2.31,2.25,Rice,Seedling,12.44,4.0,0
18.9,82.65,40.71,0.0,0.77,Corn,Fruiting,7.58,1.19,0
25.51,78.87,44.0,0.0,0.0,Corn,Vegetative,17.17,3.52,0
30.17,68.88,76.66,0.0,0.0,Corn,Vegetative,5.79,1.59,2
17.0,50.43,93.75,0.64,0.0,Soybean,Flowering,13.31,3.35,0
25.61,80.03,60.1,0.0,0.0,Soybean,Flowering,17.68,3.53,0
26.63,36.18,33.09,4.5,0.0,Rice,Flowering,16.62,6.07,2
19.97,92.13,56.44,0.0,0.0,Tomato,Seedling,16.4,1.79,0
20.89,49.73,34.75,0.0,0.0,Tomato,Fruiting,13.95,3.94,2
26.61,56.07,36.07,0.0,0.0,Corn,Fruiting,11.3,3.42,1
17.07,53.56,38.38,0.0,0.0,Tomato,Flowering,12.42,3.04,2
27.45,43.9,43.97,0.0,0.0,Corn,Fruiting,2.0,0.7,0
18.73,88.88,61.32,0.0,0.0,Corn,Fruiting,9.39,1.18,0
32.44,71.83,45.68,0.0,0.0,Soybean,Flowering,18.94,5.19,0
41.36,78.23,41.04,0.0,0.0,Soybean,Fruiting,14.65,4.16,1
18.97,41.64,64.55,1.25,0.0,Wheat,Fruiting,21.03,6.08,0
28.74,62.71,44.09,0.0,0.0,Wheat,Vegetative,13.11,3.83,0
19.91,67.82,50.81,0.0,1.0,Wheat,Seedling,25.11,5.53,0
32.29,64.06,43.64,0.0,0.0,Rice,Seedling,14.14,4.37,1
16.14,42.59,81.81,0.0,0.0,Tomato,Vegetative,21.51,5.69,0
28.36,76.13,41.72,0.0,0.0,Wheat,Vegetative,19.43,4.51,0
18.89,61.82,65.35,0.0,0.45,Corn,Flowering,17.51,4.08,0
23.55,45.68,32.89,0.0,1.19,Rice,Flowering,21.77,6.83,2
17.78,32.17,55.04,0.0,0.0,Tomato,Fruiting,21.46,6.47,1
30.76,69.1,59.87,0.0,0.0,Wheat,Seedling,13.98,3.88,2
19.14,96.76,81.97,0.0,0.0,Tomato,Flowering,14.22,0.97,1
28.86,44.77,37.34,0.0,0.0,Wheat,Seedling,17.29,6.17,1
22.59,62.56,29.44,0.0,0.0,Corn,Vegetative,23.17,5.89,1
24.2,76.66,38.05,2.59,0.72,Soybean,Vegetative,17.82,3.72,0
26.03,40.96,64.96,2.9,0.39,Tomato,Fruiting,22.92,7.94,0
19.67,52.8,92.86,0.0,1.44,Soybean,Flowering,16.87,4.47,0
26.47,47.1,63.37,0.0,0.0,Soybean,Flowering,11.66,3.86,0
35.71,74.77,22.36,0.0,0.0,Corn,Seedling,8.01,2.21,1
19.55,79.88,72.71,2.09,0.0,Soybean,Seedling,18.18,3.13,0
33.2,62.39,27.5,0.0,0.0,Tomato,Flowering,12.3,3.96,2
35.49,47.37,35.25,0.0,0.0,Rice,Seedling,18.71,7.44,2
19.29,53.36,55.27,0.0,0.0,Tomato,Flowering,16.0,4.17,0
14.81,50.54,60.31,1.72,1.26,Wheat,Vegetative,12.77,3.01,0
27.11,45.34,47.32,3.04,0.0,Wheat,Fruiting,10.33,3.53,0
21.17,58.47,39.59,0.0,0.09,Wheat,Vegetative,12.59,3.25,0
38.08,68.62,66.38,0.0,0.24,Tomato,Seedling,9.57,3.08,0
25.24,67.35,40.8,0.0,2.49,Tomato,Flowering,10.25,2.59,1
19.38,59.88,77.87,0.0,0.0,Soybean,Fruiting,2.22,0.54,0
16.97,60.86,27.0,0.58,1.51,Soybean,Flowering,3.74,0.84,2
32.63,58.78,50.25,1.92,6.89,Tomato,Flowering,15.68,5.22,0
21.0,40.54,23.58,0.0,0.0,Rice,Flowering,25.09,7.72,2
25.31,62.4,33.65,0.0,0.16,Corn,Vegetative,16.17,4.4,0
31.69,51.25,34.64,0.0,0.0,Soybean,Fruiting,15.98,5.68,1
21.61,39.79,78.06,0.0,0.0,Soybean,Seedling,20.87,6.57,0
24.68,65.56,77.43,3.73,0.0,Tomato,Flowering,15.88,4.07,0
24.88,50.82,65.71,0.0,0.0,Rice,Vegetative,15.74,4.85,0
29.78,63.42,48.96,0.0,1.16,Soybean,Flowering,8.15,2.41,0
29.14,72.71,54.24,0.0,0.0,Wheat,Seedling,14.88,3.75,0
23.46,45.75,73.25,0.0,0.0,Wheat,Seedling,12.04,3.76,0
25.45,61.38,64.08,0.0,1.89,Soybean,Flowering,14.32,3.96,0
22.4,32.84,46.23,0.0,0.0,Tomato,Fruiting,12.41,4.2,0
14.66,82.99,89.5,2.38,1.3,Tomato,Seedling,12.43,1.71,2
26.8,39.61,61.31,0.0,0.0,Tomato,Fruiting,13.96,4.98,0
38.25,52.28,46.68,0.0,0.0,Rice,Flowering,15.8,6.29,1
18.81,80.08,47.93,0.78,0.0,Wheat,Flowering,10.2,1.71,0
19.59,56.48,41.02,0.0,0.0,Corn,Vegetative,13.62,3.45,1
18.9,42.04,42.73,0.0,0.0,Soybean,Seedling,14.47,4.16,0
30.07,70.7,58.74,3.82,0.0,Rice,Seedling,15.75,4.2,0
28.14,70.36,67.22,0.04,0.0,Rice,Flowering,20.82,5.36,0
23.89,50.5,19.77,1.33,0.0,Tomato,Seedling,20.25,6.11,2
18.57,52.13,12.71,0.0,0.0,Soybean,Vegetative,20.44,5.29,2
25.65,53.47,29.34,0.0,0.0,Rice,Flowering,18.74,5.71,2
14.05,56.89,46.7,0.0,0.0,Wheat,Vegetative,29.03,6.24,1
26.0,31.61,67.74,0.0,0.0,Corn,Fruiting,15.78,5.88,0
31.1,57.28,40.8,2.49,0.0,Soybean,Fruiting,9.95,3.27,0
16.24,86.76,64.83,2.94,2.55,Rice,Flowering,24.09,3.07,0
14.27,46.56,61.03,0.0,0.0,Rice,Seedling,15.81,3.81,0
36.06,51.25,22.25,0.0,0.0,Wheat,Vegetative,23.51,9.09,1
20.72,42.25,77.79,0.0,2.37,Soybean,Flowering,14.18,4.27,0
32.95,69.18,34.56,0.0,0.0,Rice,Fruiting,22.92,6.64,2
23.92,78.05,85.34,0.08,0.0,Corn,Fruiting,27.14,5.46,0
23.87,77.7,51.58,0.0,0.0,Corn,Fruiting,7.86,1.59,0
28.07,41.28,37.97,0.0,0.0,Corn,Fruiting,10.71,3.87,0
18.81,67.5,32.38,0.0,0.0,Soybean,Seedling,18.87,4.05,2
25.93,81.51,57.78,1.37,0.0,Corn,Fruiting,19.89,3.85,0
22.33,67.64,97.86,0.0,0.0,Tomato,Seedling,15.68,3.68,0
15.76,67.18,64.33,1.79,0.0,Corn,Vegetative,15.95,3.15,0
27.36,52.93,52.81,0.0,0.0,Soybean,Fruiting,11.16,3.56,0
23.16,63.3,38.25,0.0,1.84,Wheat,Flowering,21.21,5.41,0
23.9,78.54,66.1,0.0,4.37,Tomato,Seedling,21.24,4.22,0
16.53,64.92,58.37,0.0,0.0,Rice,Seedling,18.42,3.85,1
36.14,41.28,39.43,0.0,0.0,Corn,Fruiting,8.2,3.49,1
31.14,53.16,55.46,1.69,0.0,Wheat,Fruiting,16.19,5.58,0
31.75,78.14,13.94,0.0,0.0,Tomato,Fruiting,14.42,3.44,2
22.86,64.87,50.03,0.0,4.11,Rice,Seedling,14.67,3.64,0
12.9,61.79,32.47,0.0,1.46,Rice,Flowering,7.13,1.39,2
38.67,51.69,42.08,2.33,0.0,Corn,Flowering,12.24,4.94,1
24.57,77.83,39.3,0.0,0.0,Rice,Fruiting,15.85,3.25,1
19.76,84.94,44.49,0.0,1.09,Corn,Fruiting,15.8,2.37,0
27.92,78.95,25.66,0.0,0.06,Corn,Vegetative,14.69,3.17,1
33.17,81.64,72.56,1.26,0.0,Tomato,Fruiting,12.3,2.76,0
24.84,54.62,35.45,0.0,0.0,Wheat,Vegetative,15.72,4.64,2
33.95,52.5,31.54,0.56,0.0,Tomato,Flowering,10.34,3.79,2
32.58,57.65,76.35,0.0,0.0,Tomato,Fruiting,17.24,5.81,0
17.47,60.58,65.24,0.09,0.0,Soybean,Flowering,17.68,4.03,0
20.28,81.47,15.96,0.0,0.0,Soybean,Flowering,11.0,1.86,2
31.7,77.49,77.85,0.0,0.49,Corn,Fruiting,19.46,4.7,0
6.01,68.08,94.07,3.7,0.45,Wheat,Flowering,11.31,1.57,0
23.95,38.53,77.32,2.51,0.0,Rice,Fruiting,16.06,5.41,0
14.98,34.68,63.31,0.0,2.6,Wheat,Seedling,19.16,5.22,0
21.66,63.61,30.36,0.0,0.0,Rice,Vegetative,14.84,3.63,2
22.91,73.2,52.7,0.0,0.0,Corn,Seedling,12.36,2.68,0
22.49,58.81,22.05,1.49,0.83,Wheat,Seedling,15.07,4.01,0
21.13,88.72,40.36,0.0,2.26,Tomato,Fruiting,18.63,2.51,1
17.32,43.76,28.37,0.0,0.0,Soybean,Fruiting,16.93,4.59,0
41.04,41.87,25.81,0.0,0.0,Rice,Flowering,12.75,5.88,2
38.07,50.04,44.75,0.0,0.0,Corn,Vegetative,13.01,5.28,0
16.87,49.47,43.06,0.0,0.0,Corn,Fruiting,14.88,3.77,0
36.07,67.89,36.28,1.26,0.0,Tomato,Seedling,19.4,6.09,2
22.2,53.67,44.32,0.0,0.0,Corn,Flowering,16.81,4.71,2
25.9,36.78,74.89,0.06,0.55,Wheat,Seedling,14.05,5.02,0
24.56,73.37,96.17,0.0,0.0,Soybean,Fruiting,13.31,2.99,0
20.38,33.6,38.02,0.0,0.0,Wheat,Flowering,8.32,2.66,0
31.89,43.93,50.06,0.53,6.93,Wheat,Seedling,26.27,10.05,0
25.88,35.66,27.87,0.0,0.0,Tomato,Flowering,13.47,4.86,1
21.66,63.11,67.64,0.0,5.5,Tomato,Vegetative,11.73,2.89,0
15.87,62.79,45.6,0.0,0.46,Rice,Flowering,21.62,4.57,2
18.74,88.75,44.65,2.5,0.0,Corn,Flowering,12.75,1.61,0
13.51,73.71,98.52,0.0,1.67,Rice,Vegetative,16.54,2.73,0
25.09,81.62,27.16,2.19,0.0,Tomato,Fruiting,14.39,2.72,2
16.62,64.33,10.05,0.0,0.0,Rice,Vegetative,13.63,2.88,2
23.14,45.35,62.7,3.45,2.56,Soybean,Fruiting,17.57,5.47,0
34.59,61.92,38.24,0.0,0.0,Wheat,Vegetative,16.96,5.64,0
33.4,68.89,34.66,4.21,0.0,Tomato,Flowering,10.08,2.96,2
24.77,70.56,97.22,0.0,0.0,Corn,Seedling,13.82,3.29,0
24.39,52.91,63.49,2.21,0.59,Tomato,Vegetative,18.36,5.47,0
38.16,67.33,43.72,0.0,0.71,Tomato,Fruiting,17.43,5.73,1
28.65,46.0,31.22,1.93,0.0,Wheat,Flowering,14.1,4.95,0
22.71,44.35,56.93,2.62,0.0,Corn,Flowering,10.31,3.2,0
15.02,43.26,16.99,0.0,6.06,Rice,Vegetative,21.42,5.45,2
27.76,60.37,38.37,0.0,0.0,Corn,Flowering,18.6,5.49,0
30.81,42.33,42.82,0.0,0.0,Rice,Flowering,28.01,10.63,1
20.58,53.63,55.21,0.0,0.0,Rice,Seedling,15.37,4.13,0
27.04,73.54,48.84,0.0,0.0,Tomato,Fruiting,18.07,4.29,0
22.45,44.56,34.32,2.23,0.0,Tomato,Vegetative,16.55,5.1,2
23.71,52.44,67.54,0.0,0.0,Tomato,Fruiting,7.7,2.27,0
7.59,61.07,25.89,2.47,0.0,Wheat,Vegetative,16.43,2.68,1
23.45,63.7,45.96,0.0,0.0,Tomato,Flowering,5.8,1.48,0
31.79,52.51,34.75,1.76,1.74,Rice,Seedling,11.02,3.87,2
20.58,71.8,74.81,0.0,0.0,Tomato,Seedling,16.48,3.45,0
25.37,68.86,42.41,0.0,0.0,Corn,Vegetative,14.89,3.69,1
19.71,77.1,64.82,0.0,0.0,Soybean,Flowering,2.0,0.5,0
27.52,58.78,55.15,0.0,0.0,Corn,Fruiting,16.02,4.8,0
23.48,52.31,12.52,0.0,0.0,Wheat,Seedling,9.25,2.71,0
18.43,49.76,49.93,0.0,0.0,Wheat,Fruiting,18.42,4.86,2
34.33,64.61,11.4,0.0,0.0,Tomato,Vegetative,14.58,4.65,2
31.5,54.34,52.64,0.0,0.0,Wheat,Seedling,21.02,7.2,0
20.77,51.46,35.8,0.0,0.0,Rice,Seedling,7.05,1.95,2
28.48,53.28,70.65,0.0,0.0,Rice,Flowering,5.85,1.9,0
28.76,49.74,42.45,0.0,0.0,Corn,Seedling,20.56,6.98,1
